,sentence,tokens,labels
77,ive using strivectin super c retinol brighten correct vitamin c serum tl neck cream plus month im already seeing noticeable results skin looks brighter smoother eventoned .,"['ive', 'using', 'strivectin', 'super', 'c', 'retinol', 'brighten', 'correct', 'vitamin', 'c', 'serum', 'tl', 'neck', 'cream', 'plus', 'month', 'im', 'already', 'seeing', 'noticeable', 'results', 'skin', 'looks', 'brighter', 'smoother', 'eventoned', '.']","['O', 'O', 'B_BR', 'O', 'O', 'B_IN', 'B-VP-POS', 'O', 'B_IN', 'B_IN', 'B_PT', 'O', 'B_BP', 'B_PT', 'O', 'O', 'O', 'O', 'B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'B_BP', 'O', 'B-VP-POS', 'B-VP-POS', 'B-VP-POS', 'O']"
78,neck cream also made skin feel firmer hydrated .,"['neck', 'cream', 'also', 'made', 'skin', 'feel', 'firmer', 'hydrated', '.']","['B_BP', 'B_PT', 'O', 'O', 'B_BP', 'O', 'B-VP-POS', 'B-HY-POS', 'O']"
79,pleasantly surprised find actually cheaper amazon stores great bonus youre looking effective products deliver visible improvements definitely recommend giving try .,"['pleasantly', 'surprised', 'find', 'actually', 'cheaper', 'amazon', 'stores', 'great', 'bonus', 'youre', 'looking', 'effective', 'products', 'deliver', 'visible', 'improvements', 'definitely', 'recommend', 'giving', 'try', '.']","['O', 'O', 'O', 'O', 'B-PE-POS', 'B_BR', 'O', 'B-PE-POS', 'I-PE-POS', 'O', 'O', 'B-EF-POS', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
80,definitely highly recommend product used instructed label literally started see difference within week breakouts .,"['definitely', 'highly', 'recommend', 'product', 'used', 'instructed', 'label', 'literally', 'started', 'see', 'difference', 'within', 'week', 'breakouts', '.']","['B-EF-POS', 'I-EF-POS', 'I-EF-POS', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B-EF-POS', 'I-EF-POS', 'O', 'O', 'B-VP-POS', 'O']"
81,also took redness lot breakouts one woke put within hour would pimple swollen took lot would clear day .another plus made skin sooo soft smooth total plus also used product bye bye lines .,"['also', 'took', 'redness', 'lot', 'breakouts', 'one', 'woke', 'put', 'within', 'hour', 'would', 'pimple', 'swollen', 'took', 'lot', 'would', 'clear', 'day', '.another', 'plus', 'made', 'skin', 'sooo', 'soft', 'smooth', 'total', 'plus', 'also', 'used', 'product', 'bye', 'bye', 'lines', '.']","['O', 'O', 'B-SE-POS', 'O', 'B-VP-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'I-VP-POS', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'B-TX-POS', 'B-TX-POS', 'O', 'O', 'O', 'O', 'B_PT', 'B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'O']"
82,recommend using products together like pairing .,"['recommend', 'using', 'products', 'together', 'like', 'pairing', '.']","['O', 'O', 'B_PT', 'O', 'O', 'O', 'O']"
83,think worked really well together super stoked try products,"['think', 'worked', 'really', 'well', 'together', 'super', 'stoked', 'try', 'products']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT']"
84,product good beauty buzzwords packaged terrible dispenser .,"['product', 'good', 'beauty', 'buzzwords', 'packaged', 'terrible', 'dispenser', '.']","['B_PT', 'O', 'O', 'O', 'B-PK-NEG', 'I-PK-NEG', 'I-PK-NEG', 'O']"
85,keeping three ingredients separated must thing style bottle pump make tough dispense .,"['keeping', 'three', 'ingredients', 'separated', 'must', 'thing', 'style', 'bottle', 'pump', 'make', 'tough', 'dispense', '.']","['O', 'O', 'B_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,box bottle obviously real lancome shocked no instruction flyer inside makes seem like rushed distribution .,"['box', 'bottle', 'obviously', 'real', 'lancome', 'shocked', 'no', 'instruction', 'flyer', 'inside', 'makes', 'seem', 'like', 'rushed', 'distribution', '.']","['O', 'O', 'O', 'O', 'B_BR', 'B-PK-NEG', 'I-PK-NEG', 'I-PK-NEG', 'I-PK-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,product certainly smells like lancome wish would go easy fragrance .,"['product', 'certainly', 'smells', 'like', 'lancome', 'wish', 'would', 'go', 'easy', 'fragrance', '.']","['B_PT', 'O', 'O', 'O', 'B_BR', 'O', 'O', 'O', 'B-SC-NEG', 'I-SC-NEG', 'O']"
88,took three four pumps get three products come impossible tell almost empty annoying knowing replace bottle.as effectiveness say worst part experience .,"['took', 'three', 'four', 'pumps', 'get', 'three', 'products', 'come', 'impossible', 'tell', 'almost', 'empty', 'annoying', 'knowing', 'replace', 'bottle.as', 'effectiveness', 'say', 'worst', 'part', 'experience', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EF-NEG', 'I-EF-NEG', 'I-EF-NEG', 'I-EF-NEG', 'I-EF-NEG', 'O']"
89,thought allover serum wonder eye serum .,"['thought', 'allover', 'serum', 'wonder', 'eye', 'serum', '.']","['O', 'O', 'B_PT', 'O', 'B_PT', 'I_PT', 'O']"
90,ive using dcolletage neck feels nice going though bit sticky tacky first .,"['ive', 'using', 'dcolletage', 'neck', 'feels', 'nice', 'going', 'though', 'bit', 'sticky', 'tacky', 'first', '.']","['O', 'O', 'B_BR', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'B-TX-NEU', 'O', 'O', 'O']"
91,settle fine ive no redness irritation .,"['settle', 'fine', 'ive', 'no', 'redness', 'irritation', '.']","['O', 'O', 'O', 'B-SE-POS', 'B-SE-POS', 'B-SE-POS', 'O']"
92,no earthshattering visible results takes bit absorb completely .,"['no', 'earthshattering', 'visible', 'results', 'takes', 'bit', 'absorb', 'completely', '.']","['O', 'O', 'B-EF-NEU', 'I-EF-NEU', 'O', 'O', 'B-AB-NEG', 'I-AB-NEG', 'O']"
93,wouldnt say worthless price bit high im not seeing big difference using weeks .,"['wouldnt', 'say', 'worthless', 'price', 'bit', 'high', 'im', 'not', 'seeing', 'big', 'difference', 'using', 'weeks', '.']","['O', 'O', 'O', 'B-PE-NEG', 'I-PE-NEG', 'I-PE-NEG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
94,youre not using serum one seems gentle enough start layers moisturizer fine .,"['youre', 'not', 'using', 'serum', 'one', 'seems', 'gentle', 'enough', 'start', 'layers', 'moisturizer', 'fine', '.']","['O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O']"
95,use neck dont find lot glow skin brightness happening not hurting either might great someone else .,"['use', 'neck', 'dont', 'find', 'lot', 'glow', 'skin', 'brightness', 'happening', 'not', 'hurting', 'either', 'might', 'great', 'someone', 'else', '.']","['O', 'B_BP', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'B-SE-POS', 'I-SE-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
96,going switch using eye serum see helps issues like fine lines .,"['going', 'switch', 'using', 'eye', 'serum', 'see', 'helps', 'issues', 'like', 'fine', 'lines', '.']","['O', 'O', 'O', 'B_PT', 'I_PT', 'O', 'O', 'O', 'O', 'B-VP-POS', 'I-VP-POS', 'O']"
97,neck dcolletage ok youll want add moisture mature skin .,"['neck', 'dcolletage', 'ok', 'youll', 'want', 'add', 'moisture', 'mature', 'skin', '.']","['B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
98,terrible pump design not clear,"['terrible', 'pump', 'design', 'not', 'clear']","['B-PK-NEG', 'I-PK-NEG', 'I-PK-NEG', 'O', 'O']"
99,review lancme rnergie h.c.f .,"['review', 'lancme', 'rnergie', 'h.c.f', '.']","['O', 'B_BR', 'O', 'O', 'O']"
100,triple serum hyaluronic acid serum visible correction anti aging signs dark spots vitamin c niacinamide ferulic acid 0.67 fl ozi quite sensitive skin im generally cautious trying new products like though not severe enough first patch test .,"['triple', 'serum', 'hyaluronic', 'acid', 'serum', 'visible', 'correction', 'anti', 'aging', 'signs', 'dark', 'spots', 'vitamin', 'c', 'niacinamide', 'ferulic', 'acid', '0.67', 'fl', 'ozi', 'quite', 'sensitive', 'skin', 'im', 'generally', 'cautious', 'trying', 'new', 'products', 'like', 'though', 'not', 'severe', 'enough', 'first', 'patch', 'test', '.']","['O', 'B_PT', 'B_IN', 'I_IN', 'B_PT', 'B-VP-POS', 'I-VP-POS', 'B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'B-VP-POS', 'I-VP-POS', 'B_IN', 'I_IN', 'B_IN', 'B_IN', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,im happy report not experience redness irritation using this.this product actually look forward using night bed feels luxurious .,"['im', 'happy', 'report', 'not', 'experience', 'redness', 'irritation', 'using', 'this.this', 'product', 'actually', 'look', 'forward', 'using', 'night', 'bed', 'feels', 'luxurious', '.']","['O', 'O', 'O', 'O', 'B-SE-POS', 'B-SE-POS', 'B-SE-POS', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
102,subtle scent unremarkable.its not greasy not cause breakouts me.the bottle design actually looks nice hand feel super cheapplasticy.bottom line would purchase probably b1g1 promotion since quite expensive truly wonderful product im picky w expensive beauty products,"['subtle', 'scent', 'unremarkable.its', 'not', 'greasy', 'not', 'cause', 'breakouts', 'me.the', 'bottle', 'design', 'actually', 'looks', 'nice', 'hand', 'feel', 'super', 'cheapplasticy.bottom', 'line', 'would', 'purchase', 'probably', 'b1g1', 'promotion', 'since', 'quite', 'expensive', 'truly', 'wonderful', 'product', 'im', 'picky', 'w', 'expensive', 'beauty', 'products']","['B-SC-POS', 'I-SC-POS', 'O', 'O', 'B-TX-POS', 'O', 'O', 'B-VP-POS', 'O', 'B-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'O', 'O', 'B_PT']"
103,love product seems working .,"['love', 'product', 'seems', 'working', '.']","['B-PK-POS', 'B_PT', 'O', 'O', 'O']"
104,comes excellent pump bottle dispenses perfectly right amount product .,"['comes', 'excellent', 'pump', 'bottle', 'dispenses', 'perfectly', 'right', 'amount', 'product', '.']","['O', 'B-PK-POS', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'B_PT', 'O']"
105,serum milky white creamy .,"['serum', 'milky', 'white', 'creamy', '.']","['B_PT', 'B-TX-POS', 'I-TX-POS', 'I-TX-POS', 'O']"
106,goes smooth butter smells fabulous use mostly night time keeps skin hydrated moisturized even morning .,"['goes', 'smooth', 'butter', 'smells', 'fabulous', 'use', 'mostly', 'night', 'time', 'keeps', 'skin', 'hydrated', 'moisturized', 'even', 'morning', '.']","['O', 'B-TX-POS', 'O', 'B-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'B-HY-POS', 'B-HY-POS', 'O', 'O', 'O']"
107,ton anti aging stuff though not yet experience change fine line wrinkles work great good hydrating moisturizer .,"['ton', 'anti', 'aging', 'stuff', 'though', 'not', 'yet', 'experience', 'change', 'fine', 'line', 'wrinkles', 'work', 'great', 'good', 'hydrating', 'moisturizer', '.']","['O', 'B-VP-NEU', 'I-VP-NEU', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VP-NEU', 'I-VP-NEU', 'B-VP-NEU', 'O', 'O', 'B-HY-POS', 'I-HY-POS', 'B_PT', 'O']"
108,light weight not greasy .,"['light', 'weight', 'not', 'greasy', '.']","['B-TX-POS', 'I-TX-POS', 'B-TX-POS', 'I-TX-POS', 'O']"
109,sit skin time upon application since use night never issues .,"['sit', 'skin', 'time', 'upon', 'application', 'since', 'use', 'night', 'never', 'issues', '.']","['B-AB-POS', 'I-AB-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,serum game changer feel like share secret lovely readers .,"['serum', 'game', 'changer', 'feel', 'like', 'share', 'secret', 'lovely', 'readers', '.']","['B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
111,ive always battled fine lines wrinkles although not fan jar game changer applied twice daily two weeks .,"['ive', 'always', 'battled', 'fine', 'lines', 'wrinkles', 'although', 'not', 'fan', 'jar', 'game', 'changer', 'applied', 'twice', 'daily', 'two', 'weeks', '.']","['O', 'O', 'B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'B-VP-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AB-NEU', 'I-AB-NEU', 'I-AB-NEU', 'O', 'O', 'O']"
112,certain glow texture makes appear much healthier considerably younger .,"['certain', 'glow', 'texture', 'makes', 'appear', 'much', 'healthier', 'considerably', 'younger', '.']","['O', 'B-AP-POS', 'B-TX-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
113,hyaluronic acid helps lock moisture skin retinol nighttime formula assists skin tone become brighter .,"['hyaluronic', 'acid', 'helps', 'lock', 'moisture', 'skin', 'retinol', 'nighttime', 'formula', 'assists', 'skin', 'tone', 'become', 'brighter', '.']","['B_IN', 'I_IN', 'O', 'O', 'B-HY-POS', 'B_BP', 'B_IN', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'B-VP-POS', 'O']"
114,also like not oily doesnt leave skin feeling greasy sticky dries fast .,"['also', 'like', 'not', 'oily', 'doesnt', 'leave', 'skin', 'feeling', 'greasy', 'sticky', 'dries', 'fast', '.']","['O', 'O', 'B-AP-POS', 'I-AP-POS', 'B-AP-POS', 'I-AP-POS', 'I-AP-POS', 'O', 'I-AP-POS', 'I-AP-POS', 'O', 'O', 'O']"
115,todays standard food costs fantastic value money especially ingredients high quality .,"['todays', 'standard', 'food', 'costs', 'fantastic', 'value', 'money', 'especially', 'ingredients', 'high', 'quality', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_IN', 'O', 'O', 'O']"
116,product magical .,"['product', 'magical', '.']","['B_PT', 'O', 'O']"
117,chasing glowy dewy skin entire life .,"['chasing', 'glowy', 'dewy', 'skin', 'entire', 'life', '.']","['O', 'B-AP-POS', 'B-AP-POS', 'B_PT', 'O', 'O', 'O']"
118,serum given .,"['serum', 'given', '.']","['B_PT', 'O', 'O']"
119,beautician access best makeup tools market no longer go makeup natural skin looks better makeup .,"['beautician', 'access', 'best', 'makeup', 'tools', 'market', 'no', 'longer', 'go', 'makeup', 'natural', 'skin', 'looks', 'better', 'makeup', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'I_BP', 'O', 'O', 'O', 'O']"
120,retinol product not used pregnancy sensitive skin .,"['retinol', 'product', 'not', 'used', 'pregnancy', 'sensitive', 'skin', '.']","['B_IN', 'B_PT', 'O', 'O', 'O', 'B-SE-NEG', 'B_BP', 'O']"
121,layer matching retinol cream extra strength .,"['layer', 'matching', 'retinol', 'cream', 'extra', 'strength', '.']","['O', 'O', 'B_IN', 'B_PT', 'O', 'O', 'O']"
122,careful using acids combination product exfoliating acid burn skin .,"['careful', 'using', 'acids', 'combination', 'product', 'exfoliating', 'acid', 'burn', 'skin', '.']","['O', 'O', 'B_IN', 'O', 'B_PT', 'B_IN', 'I_IN', 'B-VP-NEG', 'B_BP', 'O']"
123,get ethereal glow product important layer toner moisturizer .,"['get', 'ethereal', 'glow', 'product', 'important', 'layer', 'toner', 'moisturizer', '.']","['O', 'B-AP-POS', 'I-AP-POS', 'B_PT', 'O', 'O', 'B_PT', 'B_PT', 'O']"
124,use watermelon glow toner switch moisturizers tacha beauty joseon mizon etc .,"['use', 'watermelon', 'glow', 'toner', 'switch', 'moisturizers', 'tacha', 'beauty', 'joseon', 'mizon', 'etc', '.']","['O', 'O', 'B-AP-NEU', 'B_PT', 'O', 'B_PT', 'B_BR', 'I_BR', 'O', 'O', 'O', 'O']"
125,pore reduction product ever worked .,"['pore', 'reduction', 'product', 'ever', 'worked', '.']","['B-VP-POS', 'I-VP-POS', 'B_PT', 'O', 'O', 'O']"
126,no scent .,"['no', 'scent', '.']","['B-SC-POS', 'I-SC-POS', 'O']"
127,consistency allowing air dry even effective .,"['consistency', 'allowing', 'air', 'dry', 'even', 'effective', '.']","['O', 'O', 'O', 'O', 'O', 'B-EF-POS', 'O']"
128,also love comes dropper .,"['also', 'love', 'comes', 'dropper', '.']","['O', 'B-PK-POS', 'I-PK-POS', 'I-PK-POS', 'O']"
129,get product .,"['get', 'product', '.']","['O', 'B_PT', 'O']"
130,little goes long way mainly got pores nose cheeks .,"['little', 'goes', 'long', 'way', 'mainly', 'got', 'pores', 'nose', 'cheeks', '.']","['O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'I-VP-POS', 'B_BP', 'B_BP', 'O']"
131,trying product several times get sticky clear gel odd smell 1 3 holes pump nozzle .,"['trying', 'product', 'several', 'times', 'get', 'sticky', 'clear', 'gel', 'odd', 'smell', '1', '3', 'holes', 'pump', 'nozzle', '.']","['O', 'B_PT', 'O', 'O', 'O', 'B-TX-NEG', 'B-AP-NEG', 'O', 'B-SC-NEG', 'I-SC-NEG', 'O', 'O', 'O', 'O', 'O', 'O']"
132,chambers empty dispenser nozzle broken whatever fluid comes not absorb skin not pleasant feeling smell looks like wiped face clear wet mucus .,"['chambers', 'empty', 'dispenser', 'nozzle', 'broken', 'whatever', 'fluid', 'comes', 'not', 'absorb', 'skin', 'not', 'pleasant', 'feeling', 'smell', 'looks', 'like', 'wiped', 'face', 'clear', 'wet', 'mucus', '.']","['B-PK-NEG', 'I-PK-NEG', 'B-PK-NEG', 'I-PK-NEG', 'I-PK-NEG', 'O', 'O', 'O', 'B-AB-NEG', 'I-AB-NEG', 'B_BP', 'B-SC-NEG', 'I-SC-NEG', 'I-SC-NEG', 'I-SC-NEG', 'O', 'O', 'O', 'B_BP', 'O', 'B-TX-NEG', 'I-TX-NEG', 'O']"
133,disappointing product would expected high quality .,"['disappointing', 'product', 'would', 'expected', 'high', 'quality', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O', 'O']"
134,looks like wet mucus face 2 3 not pumping,"['looks', 'like', 'wet', 'mucus', 'face', '2', '3', 'not', 'pumping']","['O', 'O', 'B-TX-NEG', 'I-TX-NEG', 'O', 'O', 'O', 'B-PK-NEG', 'I-PK-NEG']"
135,murad vitac glycolic serum exceptional choice anyone aiming tackle dullness boost skin radiance .,"['murad', 'vitac', 'glycolic', 'serum', 'exceptional', 'choice', 'anyone', 'aiming', 'tackle', 'dullness', 'boost', 'skin', 'radiance', '.']","['B_BR', 'O', 'B_IN', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O']"
136,combining stabilized vitamin c glycolic acid serum effectively targets uneven skin tone texture providing noticeable brightening effect applications.one best features serum dualaction formula .,"['combining', 'stabilized', 'vitamin', 'c', 'glycolic', 'acid', 'serum', 'effectively', 'targets', 'uneven', 'skin', 'tone', 'texture', 'providing', 'noticeable', 'brightening', 'effect', 'applications.one', 'best', 'features', 'serum', 'dualaction', 'formula', '.']","['O', 'O', 'B_IN', 'I_IN', 'B_IN', 'I_IN', 'B_PT', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O']"
137,glycolic acid gently exfoliates helping vitamin c penetrate effectively enhances serums brightening power .,"['glycolic', 'acid', 'gently', 'exfoliates', 'helping', 'vitamin', 'c', 'penetrate', 'effectively', 'enhances', 'serums', 'brightening', 'power', '.']","['B_IN', 'I_IN', 'O', 'O', 'O', 'B_IN', 'I_IN', 'B-AB-POS', 'B-EF-POS', 'O', 'B_PT', 'B-VP-NEU', 'I-VP-NEU', 'O']"
138,weeks consistent use found skin looking fresher healthy glow smoother even appearance.the lightweight texture absorbs quickly without greasy residue making ideal layering moisturizer makeup .,"['weeks', 'consistent', 'use', 'found', 'skin', 'looking', 'fresher', 'healthy', 'glow', 'smoother', 'even', 'appearance.the', 'lightweight', 'texture', 'absorbs', 'quickly', 'without', 'greasy', 'residue', 'making', 'ideal', 'layering', 'moisturizer', 'makeup', '.']","['O', 'O', 'O', 'O', 'B_BP', 'O', 'B-VP-POS', 'B-VP-POS', 'B-AP-POS', 'B-AP-POS', 'O', 'O', 'B-TX-POS', 'I-TX-POS', 'B-AB-POS', 'I-AB-POS', 'B-TX-POS', 'I-TX-POS', 'I-TX-POS', 'O', 'O', 'O', 'B_PT', 'O', 'O']"
139,murads thoughtful packaging also protects vitamin c light air preserving potencya huge plus ensuring maximum effectiveness.for anyone dealing dullness dark spots uneven complexion murad vitac glycolic serum investmentworthy option delivers visible results without irritation .,"['murads', 'thoughtful', 'packaging', 'also', 'protects', 'vitamin', 'c', 'light', 'air', 'preserving', 'potencya', 'huge', 'plus', 'ensuring', 'maximum', 'effectiveness.for', 'anyone', 'dealing', 'dullness', 'dark', 'spots', 'uneven', 'complexion', 'murad', 'vitac', 'glycolic', 'serum', 'investmentworthy', 'option', 'delivers', 'visible', 'results', 'without', 'irritation', '.']","['B_BR', 'B-PK-POS', 'I-PK-POS', 'O', 'O', 'B_IN', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EF-POS', 'I-EF-POS', 'O', 'O', 'B-VP-NEU', 'B-VP-NEU', 'I-VP-NEU', 'B-TX-NEU', 'I-TX-NEU', 'I_BR', 'O', 'B_IN', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B-SE-POS', 'I-SE-POS', 'O']"
140,goto brighter smoother skin fits well morning evening routines .,"['goto', 'brighter', 'smoother', 'skin', 'fits', 'well', 'morning', 'evening', 'routines', '.']","['O', 'B-AP-POS', 'B-AP-POS', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
141,powerful brightening smoothing radiant even complexion,"['powerful', 'brightening', 'smoothing', 'radiant', 'even', 'complexion']","['B-AP-POS', 'B-AP-POS', 'B-AP-POS', 'B-AP-POS', 'O', 'O']"
142,really enjoy product really expensive .,"['really', 'enjoy', 'product', 'really', 'expensive', '.']","['O', 'O', 'B_PT', 'B-PE-NEG', 'I-PE-NEG', 'O']"
143,college student means dont lot money spend .,"['college', 'student', 'means', 'dont', 'lot', 'money', 'spend', '.']","['O', 'O', 'O', 'O', 'B-PE-NEG', 'I-PE-NEG', 'O', 'O']"
